city_ascii,state_id,state_name,lat,lng,population
Lawton,OK,Oklahoma,34.6175,-98.4202,90487
Bismarck,ND,North Dakota,46.8143,-100.7694,90420
Dover,NH,New Hampshire,43.1887,-70.8845,89874
Town 'n' Country,FL,Florida,28.0106,-82.5763,89791
Fall River,MA,Massachusetts,41.7136,-71.1015,89618
Rapid City,SD,South Dakota,44.0716,-103.2204,89606
Germantown,MD,Maryland,39.1755,-77.2643,89529
Miami Beach,FL,Florida,25.8171,-80.1396,89439
Mount Pleasant,SC,South Carolina,32.8537,-79.8203,89410
Albany,GA,Georgia,31.5776,-84.1762,89323
Chino,CA,California,33.9836,-117.6654,89170
Norwalk,CT,Connecticut,41.1144,-73.4215,88755
Florence,SC,South Carolina,34.178,-79.7898,88709
State College,PA,Pennsylvania,40.7909,-77.8567,88526
Livermore,CA,California,37.6868,-121.7607,88412
Conroe,TX,Texas,30.3238,-95.4824,88369
Newton,MA,Massachusetts,42.3316,-71.2085,88322
O'Fallon,MO,Missouri,38.785,-90.7175,88132
Dalton,GA,Georgia,34.769,-84.972,87944
Citrus Heights,CA,California,38.6948,-121.288,87665
Jackson,MI,Michigan,42.2431,-84.4038,87230
Waukegan,IL,Illinois,42.3698,-87.8716,87157
Muncie,IN,Indiana,40.1989,-85.395,87037
Newport Beach,CA,California,33.6151,-117.8668,86694
Decatur,IL,Illinois,39.8557,-88.9342,86604
Homosassa Springs,FL,Florida,28.8119,-82.5392,86578
Port Huron,MI,Michigan,42.9821,-82.4388,86440
Anderson,IN,Indiana,40.0891,-85.6892,85700
Bryan,TX,Texas,30.665,-96.3807,85645
Hawthorne,CA,California,33.9147,-118.3476,85410
Hoover,AL,Alabama,33.3763,-86.8068,85386
Napa,CA,California,38.2975,-122.301,85372
Bloomington,MN,Minnesota,44.8306,-93.3151,85226
Clifton,NJ,New Jersey,40.863,-74.1575,85201
Springfield,OH,Ohio,39.93,-83.7959,85121
Hattiesburg,MS,Mississippi,31.3074,-89.317,85086
Whittier,CA,California,33.9678,-118.0188,84821
Largo,FL,Florida,27.9088,-82.7712,84666
Lake Forest,CA,California,33.6605,-117.6714,84666
New Braunfels,TX,Texas,29.6994,-98.1148,84622
Johns Creek,GA,Georgia,34.0333,-84.2027,84551
Redwood City,CA,California,37.5025,-122.2253,84518
Alhambra,CA,California,34.084,-118.1355,84509
Troy,MI,Michigan,42.5817,-83.1457,84051
Mission,TX,Texas,26.2039,-98.3256,83796
Alton,IL,Illinois,38.9037,-90.152,83705
Goodyear,AZ,Arizona,33.2614,-112.3622,83519
Fort Myers,FL,Florida,26.6194,-81.8302,83505
Williamsburg,VA,Virginia,37.2693,-76.7076,83021
Chino Hills,CA,California,33.9508,-117.7254,82800
Melbourne,FL,Florida,28.1086,-80.6627,82281
Buena Park,CA,California,33.8572,-118.0046,82228
Kankakee,IL,Illinois,41.102,-87.8643,82095
Atascocita,TX,Texas,29.9777,-95.1953,81860
Loveland,CO,Colorado,40.4166,-105.0623,81774
Westland,MI,Michigan,42.3192,-83.3805,81713
Cicero,IL,Illinois,41.8445,-87.7593,81471
Pine Hills,FL,Florida,28.5818,-81.4692,81415
San Ramon,CA,California,37.7624,-121.9365,81344
Cranston,RI,Rhode Island,41.7658,-71.4858,81252
Somerville,MA,Massachusetts,42.3908,-71.1014,81175
Silver Spring,MD,Maryland,39.0028,-77.0207,81069
Warwick,RI,Rhode Island,41.7062,-71.4334,81043
Joplin,MO,Missouri,37.0757,-94.5018,81025
Farmington Hills,MI,Michigan,42.486,-83.3771,80937
Auburn,WA,Washington,47.3039,-122.2108,80914
Deerfield Beach,FL,Florida,26.305,-80.1277,80822
Tustin,CA,California,33.7311,-117.8107,80815
Franklin,TN,Tennessee,35.92,-86.8516,80675
Anderson,SC,South Carolina,34.5211,-82.6478,80657
Lebanon,PA,Pennsylvania,40.3412,-76.4228,80620
Springdale,AR,Arkansas,36.1901,-94.1574,80433
Yauco,PR,Puerto Rico,18.0344,-66.8615,80307
Madera,CA,California,36.963,-120.0778,80218
Brooklyn Park,MN,Minnesota,45.1112,-93.3505,80173
Mountain View,CA,California,37.4001,-122.0796,80104
Lawrence,MA,Massachusetts,42.7002,-71.1626,80022
Pleasanton,CA,California,37.6663,-121.8805,79975
Alameda,CA,California,37.7668,-122.267,79827
Zephyrhills,FL,Florida,28.2409,-82.1797,79795
Lakewood,CA,California,33.8471,-118.1222,79676
Flagstaff,AZ,Arizona,35.1872,-111.6194,79624
Florence,AL,Alabama,34.8303,-87.6655,79590
Folsom,CA,California,38.6668,-121.1422,79584
New Rochelle,NY,New York,40.9304,-73.7836,79367
St. Joseph,MO,Missouri,39.7598,-94.821,79349
Texarkana,TX,Texas,33.45,-94.0847,79304
Plymouth,MN,Minnesota,45.0225,-93.4617,78879
Flower Mound,TX,Texas,33.0343,-97.1146,78854
Valdosta,GA,Georgia,30.8502,-83.2788,78786
Pharr,TX,Texas,26.1685,-98.1904,78689
Parma,OH,Ohio,41.3843,-81.7286,78623
Newark,OH,Ohio,40.0706,-82.425,78447
Elizabethtown,KY,Kentucky,37.7031,-85.8773,78446
Davis,CA,California,38.5553,-121.737,78431
St. Augustine,FL,Florida,29.8976,-81.31,78386
Boynton Beach,FL,Florida,26.5281,-80.0811,78060
Perris,CA,California,33.7898,-117.2233,77708
Anniston,AL,Alabama,33.6712,-85.8135,77690
Sumter,SC,South Carolina,33.9392,-80.393,77626
Upland,CA,California,34.1178,-117.6604,77348
Layton,UT,Utah,41.077,-111.962,77268
Kendall,FL,Florida,25.6697,-80.3556,77228
Morgantown,WV,West Virginia,39.6383,-79.9464,77193
Cedar Park,TX,Texas,30.5105,-97.8197,77181
Auburn,AL,Alabama,32.6087,-85.4903,76793
Camarillo,CA,California,34.223,-119.0321,76751
Cheyenne,WY,Wyoming,41.135,-104.7902,76456
Bellflower,CA,California,33.888,-118.1271,76339
Watsonville,CA,California,36.9206,-121.7708,76285
Hammond,IN,Indiana,41.6168,-87.4909,76141
Baytown,TX,Texas,29.7587,-94.9671,76089
Wausau,WI,Wisconsin,44.962,-89.6459,76016
Wyoming,MI,Michigan,42.8908,-85.7066,75999
Alexandria,LA,Louisiana,31.2923,-92.4702,75835
Hammond,LA,Louisiana,30.5061,-90.4563,75688
Baldwin Park,CA,California,34.0829,-117.9722,75659
Carmichael,CA,California,38.6318,-121.3263,75642
Battle Creek,MI,Michigan,42.2985,-85.2296,75608
Bethlehem,PA,Pennsylvania,40.6266,-75.3679,75571
Fajardo,PR,Puerto Rico,18.3331,-65.6589,75549
Gary,IN,Indiana,41.5905,-87.3473,75486
Georgetown,TX,Texas,30.666,-97.6966,75470
Missouri City,TX,Texas,29.563,-95.5365,75348
Oshkosh,WI,Wisconsin,44.0227,-88.5619,75204
Milpitas,CA,California,37.4336,-121.8921,75182
Arlington Heights,IL,Illinois,42.0955,-87.9826,75071
Union City,CA,California,37.6032,-122.0181,75067
Wheeling,WV,West Virginia,40.0752,-80.6951,75065
Harrisonburg,VA,Virginia,38.4362,-78.8735,74901
Winchester,VA,Virginia,39.1735,-78.1746,74593
Buckeye,AZ,Arizona,33.4314,-112.6429,74467
Rancho Cordova,CA,California,38.5737,-121.2527,74394
Pocatello,ID,Idaho,42.8724,-112.4647,74359
Rochester Hills,MI,Michigan,42.6645,-83.1563,74340
Bolingbrook,IL,Illinois,41.6901,-88.1021,74319
Pasco,WA,Washington,46.2506,-119.1305,74266
Hilton Head Island,SC,South Carolina,32.1896,-80.7499,74248
Centreville,VA,Virginia,38.839,-77.4389,74230
Mansfield,OH,Ohio,40.7656,-82.5275,74021
Evanston,IL,Illinois,42.0464,-87.6943,73979
Camden,NJ,New Jersey,39.9361,-75.1073,73742
South Jordan,UT,Utah,40.557,-111.9784,73695
Jonesboro,AR,Arkansas,35.8212,-90.6791,73631
Lake Jackson,TX,Texas,29.0516,-95.4521,73478
Schaumburg,IL,Illinois,42.0308,-88.0838,73392
Altoona,PA,Pennsylvania,40.5082,-78.4007,73374
Apple Valley,CA,California,34.5352,-117.2109,73339
Conway,AR,Arkansas,35.0753,-92.4692,73279
Ellicott City,MD,Maryland,39.2774,-76.8345,73272
Owensboro,KY,Kentucky,37.7575,-87.1172,73115
Caguas,PR,Puerto Rico,18.2319,-66.0388,73040
Southfield,MI,Michigan,42.4765,-83.2605,72966
Framingham,MA,Massachusetts,42.3085,-71.4368,72846
Cleveland,TN,Tennessee,35.1817,-84.8707,72589
New Britain,CT,Connecticut,41.6759,-72.7862,72543
Waukesha,WI,Wisconsin,43.0087,-88.2464,72419
Dale City,VA,Virginia,38.6473,-77.3459,72062
Janesville,WI,Wisconsin,42.6854,-89.0135,71907
Lauderhill,FL,Florida,26.1605,-80.2241,71827
Pawtucket,RI,Rhode Island,41.8744,-71.3743,71821
Juana Diaz,PR,Puerto Rico,18.0532,-66.5044,71759
Pittsburg,CA,California,38.0182,-121.8965,71723
Redlands,CA,California,34.0512,-117.1712,71680
Maple Grove,MN,Minnesota,45.1089,-93.4626,71569
Mansfield,TX,Texas,32.569,-97.1213,71419
Woodbury,MN,Minnesota,44.9057,-92.923,71298
Wenatchee,WA,Washington,47.436,-120.3295,71119
Jackson,TN,Tennessee,35.6538,-88.8354,71004
Weston,FL,Florida,26.1006,-80.4054,70965
San Marcos,TX,Texas,29.8734,-97.9356,70864
Wilmington,DE,Delaware,39.7415,-75.5416,70655
St. Charles,MO,Missouri,38.7954,-90.5157,70650
Eldersburg,MD,Maryland,39.4041,-76.9528,70639
North Richland Hills,TX,Texas,32.8604,-97.218,70585
Casas Adobes,AZ,Arizona,32.3423,-111.0113,70516
Sheboygan,WI,Wisconsin,43.7403,-87.7316,70234
Lodi,CA,California,38.1218,-121.2932,70049
Walnut Creek,CA,California,37.9024,-122.0399,69836
Passaic,NJ,New Jersey,40.8574,-74.1282,69789
Bristol,TN,Tennessee,36.5572,-82.2154,69734
Decatur,AL,Alabama,34.5731,-86.9905,69710
West Bend,WI,Wisconsin,43.4173,-88.1818,69672
Glen Burnie,MD,Maryland,39.156,-76.6071,69649
Lynwood,CA,California,33.924,-118.2016,69625
Dothan,AL,Alabama,31.2336,-85.407,69586
Broomfield,CO,Colorado,39.9542,-105.0526,69444
Lima,OH,Ohio,40.741,-84.112,69440
Florida,PR,Puerto Rico,18.3643,-66.5611,69427
Homestead,FL,Florida,25.4665,-80.4472,68937
Delray Beach,FL,Florida,26.455,-80.0905,68916
Daytona Beach,FL,Florida,29.1995,-81.0982,68711
Bossier City,LA,Louisiana,32.5224,-93.6668,68286
Poinciana,FL,Florida,28.1217,-81.4821,68280
Parkersburg,WV,West Virginia,39.2623,-81.542,68217
Rockville,MD,Maryland,39.0834,-77.1553,68155
Yorba Linda,CA,California,33.889,-117.7714,68103
Union City,NJ,New Jersey,40.7675,-74.0323,68073
Palo Alto,CA,California,37.3905,-122.1468,67973
Redmond,WA,Washington,47.6763,-122.1169,67959
Longview,WA,Washington,46.1461,-122.963,67958
Bay City,MI,Michigan,43.5902,-83.8887,67917
Dubuque,IA,Iowa,42.5002,-90.707,67916
Porterville,CA,California,36.0643,-119.0338,67887
Gaithersburg,MD,Maryland,39.1346,-77.2131,67878
Palatine,IL,Illinois,42.118,-88.043,67875
Rogers,AR,Arkansas,36.317,-94.1531,67787
Mount Vernon,WA,Washington,48.4203,-122.3115,67767
El Paso de Robles,CA,California,35.6394,-120.656,67696
Mount Vernon,NY,New York,40.9136,-73.8291,67623
Sherman,TX,Texas,33.6273,-96.6221,67210
Rocklin,CA,California,38.8075,-121.2489,67070
Hanover,PA,Pennsylvania,39.8118,-76.9836,67037
Rome,GA,Georgia,34.2662,-85.1863,66998
Lehi,UT,Utah,40.4136,-111.8725,66980
South San Francisco,CA,California,37.6538,-122.4196,66878
Kenner,LA,Louisiana,30.0109,-90.2549,66759
Guaynabo,PR,Puerto Rico,18.3832,-66.1134,66751
West Des Moines,IA,Iowa,41.5521,-93.7806,66724
Redondo Beach,CA,California,33.8577,-118.3765,66663
DeKalb,IL,Illinois,41.9314,-88.7481,66624
Petaluma,CA,California,38.2423,-122.6266,66609
Alpharetta,GA,Georgia,34.0704,-84.2738,66566
Carbondale,IL,Illinois,37.7221,-89.2237,66482
Tamarac,FL,Florida,26.2056,-80.2539,66432
Victoria,TX,Texas,28.8287,-96.9849,66427
Albany,OR,Oregon,44.6272,-123.0965,66405
Eagan,MN,Minnesota,44.817,-93.1638,66377
Saratoga Springs,NY,New York,43.0674,-73.7775,66290
Corvallis,OR,Oregon,44.5698,-123.2779,66090
North Little Rock,AR,Arkansas,34.7807,-92.2371,66079
Glens Falls,NY,New York,43.3109,-73.6458,66024
Michigan City,IN,Indiana,41.7092,-86.869,65946
Ames,IA,Iowa,42.0256,-93.6217,65864
Shawnee,KS,Kansas,39.0158,-94.8076,65844
Eastvale,CA,California,33.9617,-117.5803,65766
Lakeville,MN,Minnesota,44.6774,-93.252,65710
Weirton,WV,West Virginia,40.406,-80.5671,65447
Rowlett,TX,Texas,32.9155,-96.5489,65426
Guayama,PR,Puerto Rico,17.9743,-66.1104,65343
Schenectady,NY,New York,42.8025,-73.9275,65336
Sammamish,WA,Washington,47.6017,-122.0416,65265
Castle Rock,CO,Colorado,39.3763,-104.8535,65176
Jupiter,FL,Florida,26.92,-80.1128,65139
Bayonne,NJ,New Jersey,40.6668,-74.1158,65112
Bethesda,MD,Maryland,38.9866,-77.1188,65092
Blaine,MN,Minnesota,45.1696,-93.2077,65048
Laguna Niguel,CA,California,33.5275,-117.705,65048
Wellington,FL,Florida,26.6461,-80.2699,64990
San Clemente,CA,California,33.4499,-117.6102,64929
Florence-Graham,CA,California,33.9682,-118.2447,64787
Ankeny,IA,Iowa,41.7288,-93.6031,64744
East Orange,NJ,New Jersey,40.7651,-74.2117,64650
Tulare,CA,California,36.1995,-119.34,64546
Eden Prairie,MN,Minnesota,44.8488,-93.4595,64481
Noblesville,IN,Indiana,40.0355,-86.0042,64430
Castro Valley,CA,California,37.7088,-122.0626,64392
Port Charlotte,FL,Florida,26.9918,-82.114,64335
Lake Elsinore,CA,California,33.6847,-117.3344,64201
Fairbanks,AK,Alaska,64.8353,-147.6533,64160
South Hill,WA,Washington,47.1198,-122.2853,64104
Twin Rivers,NJ,New Jersey,40.2631,-74.4917,64012
Bellevue,NE,Nebraska,41.1485,-95.939,63970
Casper,WY,Wyoming,42.842,-106.3208,63962
Dublin,CA,California,37.7161,-121.8963,63856
Dundalk,MD,Maryland,39.2704,-76.4942,63826
Port Orange,FL,Florida,29.1085,-81.0137,63815
Haverhill,MA,Massachusetts,42.7838,-71.0871,63783
Grand Forks,ND,North Dakota,47.9214,-97.0884,63767
The Hammocks,FL,Florida,25.67,-80.4482,63687
Pflugerville,TX,Texas,30.4515,-97.6018,63610
Elmira,NY,New York,42.0938,-76.8097,63404
Skokie,IL,Illinois,42.036,-87.74,63300
Sebring,FL,Florida,27.477,-81.453,63287
Brentwood,CA,California,37.9356,-121.719,63013
Encinitas,CA,California,33.0492,-117.261,62967
La Habra,CA,California,33.9282,-117.9515,62787
Brentwood,NY,New York,40.7839,-73.2522,62743
Springfield,OR,Oregon,44.0538,-122.9811,62729
Coon Rapids,MN,Minnesota,45.1755,-93.3094,62706
Montebello,CA,California,34.0155,-118.1108,62697
Waltham,MA,Massachusetts,42.3889,-71.2423,62597
Pico Rivera,CA,California,33.9901,-118.0888,62507
North Miami,FL,Florida,25.9008,-80.1686,62468
Council Bluffs,IA,Iowa,41.2369,-95.8516,62376
Doral,FL,Florida,25.8152,-80.3565,62367
Hamilton,OH,Ohio,39.3939,-84.5653,62162
Great Falls,MT,Montana,47.5022,-111.2996,62112
Rocky Mount,NC,North Carolina,35.9685,-77.804,61952
Chapel Hill,NC,North Carolina,35.9271,-79.0391,61912
Palm Harbor,FL,Florida,28.0847,-82.7481,61787
Moore,OK,Oklahoma,35.3293,-97.4757,61683
Burnsville,MN,Minnesota,44.7648,-93.2793,61536
Spring,TX,Texas,30.0613,-95.383,61514
Reston,VA,Virginia,38.9497,-77.3461,61418
National City,CA,California,32.6654,-117.0983,61342
Taylor,MI,Michigan,42.226,-83.2688,61164
Coconut Creek,FL,Florida,26.2803,-80.1842,60935
Millcreek,UT,Utah,40.6892,-111.8292,60828
Malden,MA,Massachusetts,42.4305,-71.0576,60710
Marietta,GA,Georgia,33.9533,-84.5422,60687
Leander,TX,Texas,30.5728,-97.8618,60613
Monterey Park,CA,California,34.0497,-118.1326,60597
Lakewood,WA,Washington,47.1628,-122.5299,60564
Wesley Chapel,FL,Florida,28.2106,-82.3238,60534
Novi,MI,Michigan,42.4786,-83.4893,60439
Sanford,FL,Florida,28.7891,-81.2757,60337
La Mesa,CA,California,32.7703,-117.0204,60208
Bristol,CT,Connecticut,41.6812,-72.9407,60039
Taylorsville,UT,Utah,40.6569,-111.9493,59926
West Allis,WI,Wisconsin,43.0068,-88.0296,59861
Cupertino,CA,California,37.3168,-122.0466,59799
Woodland,CA,California,38.6712,-121.75,59759
Pontiac,MI,Michigan,42.6493,-83.2878,59714
Meriden,CT,Connecticut,41.5369,-72.7946,59512
Gardena,CA,California,33.8943,-118.3072,59401
Royal Oak,MI,Michigan,42.5084,-83.1539,59256
Bartlett,TN,Tennessee,35.2337,-89.8195,59252
St. Clair Shores,MI,Michigan,42.4925,-82.8961,59184
San Rafael,CA,California,37.9905,-122.5221,59178
Fountainebleau,FL,Florida,25.7723,-80.346,59174
Greenwood,IN,Indiana,39.6019,-86.1073,58784
South Whittier,CA,California,33.9336,-118.0312,58616
Margate,FL,Florida,26.2466,-80.2119,58465
Orland Park,IL,Illinois,41.6075,-87.8619,58380
Des Plaines,IL,Illinois,42.0345,-87.9008,58316
Medford,MA,Massachusetts,42.4234,-71.1087,58290
White Plains,NY,New York,41.022,-73.7547,58171
Bowie,MD,Maryland,38.9549,-76.7406,58158
Kokomo,IN,Indiana,40.464,-86.1277,58066
Hendersonville,TN,Tennessee,36.3063,-86.5997,57888
Huntington Park,CA,California,33.98,-118.2167,57761
Towson,MD,Maryland,39.3944,-76.619,57542
St. Peters,MO,Missouri,38.7825,-90.6061,57536
Santee,CA,California,32.8554,-116.9851,57407
Midwest City,OK,Oklahoma,35.463,-97.371,57392
Richland,WA,Washington,46.2824,-119.2939,57353
Bradenton,FL,Florida,27.4901,-82.5757,57346
Taunton,MA,Massachusetts,41.9036,-71.0943,57327
Casa Grande,AZ,Arizona,32.9069,-111.7624,57318
Huntersville,NC,North Carolina,35.406,-80.8716,57288
Arcadia,CA,California,34.1342,-118.0373,57053
Palm Beach Gardens,FL,Florida,26.8466,-80.1679,56979
Shoreline,WA,Washington,47.7564,-122.3426,56835
Caldwell,ID,Idaho,43.6453,-116.6594,56734
Euless,TX,Texas,32.8508,-97.08,56334
Smyrna,GA,Georgia,33.8633,-84.5168,56333
Fountain Valley,CA,California,33.7105,-117.9514,56118
Tinley Park,IL,Illinois,41.567,-87.8049,56082
New Brunswick,NJ,New Jersey,40.487,-74.445,55992
Commerce City,CO,Colorado,39.8641,-104.843,55891
Diamond Bar,CA,California,33.9992,-117.8161,55870
Tamiami,FL,Florida,25.7556,-80.4016,55757
Kendale Lakes,FL,Florida,25.7081,-80.4078,55732
Dearborn Heights,MI,Michigan,42.3164,-83.2769,55630
Lake Havasu City,AZ,Arizona,34.5006,-114.3113,55463
Parker,CO,Colorado,39.5084,-104.7753,55460
Oak Lawn,IL,Illinois,41.7139,-87.7528,55432
Blue Springs,MO,Missouri,39.0124,-94.2721,55415
Hacienda Heights,CA,California,33.997,-117.9727,55386
Highland,CA,California,34.1113,-117.165,55339
Kettering,OH,Ohio,39.6956,-84.1494,55271
Carson City,NV,Nevada,39.1511,-119.7476,55244
Apex,NC,North Carolina,35.7237,-78.8743,55220
Chicopee,MA,Massachusetts,42.1764,-72.5719,55186
Manhattan,KS,Kansas,39.1886,-96.6048,55045
Southaven,MS,Mississippi,34.9514,-89.9786,55026
Berwyn,IL,Illinois,41.8433,-87.7909,54850
Cathedral City,CA,California,33.8362,-116.4642,54812
Lenexa,KS,Kansas,38.9609,-94.8018,54804
Brookhaven,GA,Georgia,33.8743,-84.3314,54727
Normal,IL,Illinois,40.5217,-88.9884,54699
West Haven,CT,Connecticut,41.2739,-72.9672,54666
Stonecrest,GA,Georgia,33.6842,-84.1372,54665
Westchester,FL,Florida,25.7471,-80.3523,54470
Yucaipa,CA,California,34.0336,-117.0429,54358
Colton,CA,California,34.0538,-117.3255,54215
Mount Prospect,IL,Illinois,42.0641,-87.9375,54165
Grapevine,TX,Texas,32.9343,-97.0742,54151
Tigard,OR,Oregon,45.4237,-122.7845,54149
Paramount,CA,California,33.8977,-118.1651,53949
Aspen Hill,MD,Maryland,39.0927,-77.0826,53869
Rosemead,CA,California,34.0689,-118.0823,53850
Elyria,OH,Ohio,41.376,-82.106,53844
Novato,CA,California,38.092,-122.5575,53781
Minnetonka,MN,Minnesota,44.9322,-93.4598,53760
Leesburg,VA,Virginia,39.1057,-77.5544,53731
Apple Valley,MN,Minnesota,44.7457,-93.2004,53728
Aloha,OR,Oregon,45.492,-122.8725,53724
Summerville,SC,South Carolina,33.0016,-80.1799,53643
West Sacramento,CA,California,38.5557,-121.5505,53574
Pinellas Park,FL,Florida,27.8589,-82.7078,53486
Revere,MA,Massachusetts,42.4189,-71.004,53400
Severn,MD,Maryland,39.1355,-76.6956,53374
Hoboken,NJ,New Jersey,40.7452,-74.0281,53283
DeSoto,TX,Texas,32.5992,-96.8633,53170
Wheaton,IL,Illinois,41.8561,-88.1085,53157
St. Cloud,FL,Florida,28.2363,-81.2779,53132
Palm Desert,CA,California,33.7378,-116.3695,53087
Peabody,MA,Massachusetts,42.5335,-70.9725,53004
Milford city ,CT,Connecticut,41.2255,-73.0625,52902
Delano,CA,California,35.7662,-119.2635,52821
Apopka,FL,Florida,28.7015,-81.5316,52795
West New York,NJ,New Jersey,40.7857,-74.0094,52778
Edina,MN,Minnesota,44.8914,-93.3602,52215
Queen Creek,AZ,Arizona,33.2454,-111.6173,52162
Oak Park,IL,Illinois,41.8872,-87.7899,52102
Bentonville,AR,Arkansas,36.3547,-94.2305,52070
Placentia,CA,California,33.8807,-117.8553,52049
Kentwood,MI,Michigan,42.8852,-85.5926,51780
Perth Amboy,NJ,New Jersey,40.5202,-74.2724,51589
Burien,WA,Washington,47.4762,-122.3394,51588
Levittown,NY,New York,40.7241,-73.5125,51266
Wylie,TX,Texas,33.0362,-96.5161,51251
Grand Island,NE,Nebraska,40.9218,-98.3586,51250
Florissant,MO,Missouri,38.7996,-90.3269,51220
Wheaton,MD,Maryland,39.0492,-77.0573,51191
Glendora,CA,California,34.1449,-117.8467,51087
Lacey,WA,Washington,47.0462,-122.7933,50827
Smyrna,TN,Tennessee,35.9687,-86.5264,50820
Madison,AL,Alabama,34.7114,-86.7626,50717
Catalina Foothills,AZ,Arizona,32.3046,-110.8838,50631
Collierville,TN,Tennessee,35.047,-89.6987,50596
Methuen Town,MA,Massachusetts,42.734,-71.1889,50518
Hoffman Estates,IL,Illinois,42.064,-88.1468,50464
Country Club,FL,Florida,25.9407,-80.3102,50436
Aliso Viejo,CA,California,33.5792,-117.7289,50385
Maricopa,AZ,Arizona,33.0408,-112.0011,50358
Galveston,TX,Texas,29.2484,-94.8913,50307
Plainfield,NJ,New Jersey,40.6154,-74.4157,50252
Stillwater,OK,Oklahoma,36.1317,-97.0742,50183
Enid,OK,Oklahoma,36.4063,-97.87,50116
Lakewood,OH,Ohio,41.4822,-81.8008,50002
Coral Gables,FL,Florida,25.7037,-80.2715,49937
Levittown,PA,Pennsylvania,40.1533,-74.8531,49921
Rowland Heights,CA,California,33.9716,-117.8912,49914
Twin Falls,ID,Idaho,42.5645,-114.4613,49819
Little Elm,TX,Texas,33.1858,-96.9295,49792
Kannapolis,NC,North Carolina,35.4764,-80.6408,49788
Poway,CA,California,32.9871,-117.0201,49780
North Bethesda,MD,Maryland,39.0393,-77.1191,49719
Mishawaka,IN,Indiana,41.6742,-86.1666,49675
West Lafayette,IN,Indiana,40.4432,-86.9238,49668
Azusa,CA,California,34.1386,-117.9124,49584
Dunwoody,GA,Georgia,33.9418,-84.3122,49466
Cerritos,CA,California,33.8678,-118.0686,49388
Wilson,NC,North Carolina,35.7311,-77.9284,49310
Downers Grove,IL,Illinois,41.7949,-88.0172,49263
Troy,NY,New York,42.7354,-73.6751,49253
Portage,MI,Michigan,42.2,-85.5906,49224
Cuyahoga Falls,OH,Ohio,41.1641,-81.5207,49191
Bedford,TX,Texas,32.8464,-97.135,49145
Cypress,CA,California,33.8171,-118.0386,49137
Lawrence,IN,Indiana,39.8674,-85.9904,49020
Murray,UT,Utah,40.6498,-111.8874,48969
St. Louis Park,MN,Minnesota,44.9488,-93.3649,48874
Florin,CA,California,38.4832,-121.4043,48839
Columbus,IN,Indiana,39.2093,-85.9183,48820
San Jacinto,CA,California,33.797,-116.9916,48786
North Highlands,CA,California,38.6713,-121.3721,48660
Draper,UT,Utah,40.4957,-111.8605,48594
McLean,VA,Virginia,38.9436,-77.1943,48566
